項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
11,28496,46：鹿児島県,七ッ谷遺跡,姶良郡湧水町大字川西七ッ谷,試料番号:3(炭化木3号)　F-28区,炭化材,T,f,縄文時代前期?弥生,----,BC,Gak-17559,β線法,2480,90,----,----,----,----,----,パリノ・サーヴェイ,学習院大学理学部年代測定室,1999,七ッ谷遺跡出土炭化材の放射性炭素年代測定,387,----,吉松町埋蔵文化財発掘調査報告書(4)　七ッ谷遺跡･石打遺跡,吉松町教育委員会
12,28495,46：鹿児島県,七ッ谷遺跡,姶良郡湧水町大字川西七ッ谷,試料番号:2(炭化木2号)　G-29区,炭化材,T,f,縄文時代前期?弥生,----,BC,Gak-17558,β線法,1930,80,----,----,----,----,----,パリノ・サーヴェイ,学習院大学理学部年代測定室,1999,七ッ谷遺跡出土炭化材の放射性炭素年代測定,387,----,吉松町埋蔵文化財発掘調査報告書(4)　七ッ谷遺跡･石打遺跡,吉松町教育委員会
13,28494,46：鹿児島県,七ッ谷遺跡,姶良郡湧水町大字川西七ッ谷,試料番号:1(炭化木1号)　E-27区,炭化材,T,f,縄文時代前期?弥生,----,BC,Gak-17557,β線法,680,70,----,----,----,----,----,パリノ・サーヴェイ,学習院大学理学部年代測定室,1999,七ッ谷遺跡出土炭化材の放射性炭素年代測定,387,----,吉松町埋蔵文化財発掘調査報告書(4)　七ッ谷遺跡･石打遺跡,吉松町教育委員会
14,27374,46：鹿児島県,三角山Ⅱ遺跡,熊毛郡中種子町砂中字三角山,A地点土坑1,炭化材（ヤブツバキ）,T,f,縄文時代早期,----,B,Beta-105044,AMS法,950,40,----,----,----,----,-23.9,古環境研究所,Beta Analytic Inc.,2004,平成8年度　鹿児島県三角山遺跡における自然科学分析,125-127,----,鹿児島県立埋蔵文化財センター発掘調査報告書(63)　三角山遺跡群(三角山Ⅱ･Ⅲ･Ⅳ),鹿児島県立埋蔵文化財センター
15,27310,46：鹿児島県,上場西遺跡（に接する低地）,出水市,A地点;4-5,土壌,T,k,縄文時代早期?前期,----,B,IAAA-61426,AMS法,300,30,304,26,-22.4,0.64,----,パリノ・サーヴェイ,加速器分析研究所,2007,平成17･18年度　上場遺跡群の古環境変遷,319-328,----,出水市埋蔵文化財発掘調査報告書(16)　市内遺跡(上場遺跡他)発掘調査等報告書,出水市教育委員会
16,27309,46：鹿児島県,上場西遺跡（に接する低地）,出水市,4地点;4,土壌,T,k,縄文時代早期?前期,----,B,IAAA-61425,AMS法,1400,40,1395,38,-24.55,0.62,----,パリノ・サーヴェイ,加速器分析研究所,2007,平成17･18年度　上場遺跡群の古環境変遷,319-328,----,出水市埋蔵文化財発掘調査報告書(16)　市内遺跡(上場遺跡他)発掘調査等報告書,出水市教育委員会
17,27308,46：鹿児島県,上場西遺跡（に接する低地）,出水市,4地点;3,土壌,T,k,縄文時代早期?前期,----,B,IAAA-30564,AMS法,270,40,270,40,-30.7,0.85,----,パリノ・サーヴェイ,加速器分析研究所,2007,平成17･18年度　上場遺跡群の古環境変遷,319-328,----,出水市埋蔵文化財発掘調査報告書(16)　市内遺跡(上場遺跡他)発掘調査等報告書,出水市教育委員会
18,27307,46：鹿児島県,上場西遺跡（に接する低地）,出水市,3地点;4,土壌,T,k,縄文時代早期?前期,----,B,IAAA-61424,AMS法,510,30,510,27,-19.95,0.58,----,パリノ・サーヴェイ,加速器分析研究所,2007,平成17･18年度　上場遺跡群の古環境変遷,319-328,----,出水市埋蔵文化財発掘調査報告書(16)　市内遺跡(上場遺跡他)発掘調査等報告書,出水市教育委員会
19,27303,46：鹿児島県,上場遺跡,出水市,地点名:4地点　現地表下約60cm　黒色粘土質シルト,黒泥混じり植物遺体,T,j,縄文時代早期?前期,----,B,IAAA-30564,AMS法,270,40,----,----,-30.7,-0.85,----,パリノ・サーヴェイ,加速器分析研究所,2007,上場遺跡隣接低地のボーリング調査,299-302,----,出水市埋蔵文化財発掘調査報告書(16)　市内遺跡(上場遺跡他)発掘調査等報告書,出水市教育委員会
20,27581,46：鹿児島県,上山路山遺跡,日置市伊集院町大田字上山路山,F8区　土器集中遺構内,炭化材,T,f,弥生時代早期,----,C,IAAA-60489,AMS法,2180,40,2184,41,-25.77,0.62,----,加速器分析研究所,加速器分析研究所,2007,放射性炭素年代測定結果報告書(AMS測定)上山路山遺跡,109-116,----,鹿児島県立埋蔵文化財センター発掘調査報告書(116)　上山路山遺跡,鹿児島県立埋蔵文化財センター
21,27966,46：鹿児島県,上新田遺跡,薩摩川内市青山町,土坑4　Ⅱb層試料名:2,炭化材(コナラ属アカガシ亜属),T,f,弥生時代中期,----,C,IAAA-102868,AMS法,640,30,637,26,-26.04,0.58,----,加速器分析研究所,加速器分析研究所,2012,上新田遺跡における放射性炭素年代(1)(AMS測定),91-94,----,鹿児島県立埋蔵文化財センター発掘調査報告書(166)　上新田遺跡　,鹿児島県立埋蔵文化財センター
22,27970,46：鹿児島県,上新田遺跡,薩摩川内市青山町,竪穴住居跡5　Ⅲ層試料名:6,炭化物,T,h,弥生時代中期,----,C,IAAA-102872,AMS法,2310,30,2314,28,-23.68,0.43,----,加速器分析研究所,加速器分析研究所,2012,上新田遺跡における放射性炭素年代(1)(AMS測定),91-94,----,鹿児島県立埋蔵文化財センター発掘調査報告書(166)　上新田遺跡　,鹿児島県立埋蔵文化財センター
23,27968,46：鹿児島県,上新田遺跡,薩摩川内市青山町,土坑2　Ⅱb層試料名:4,炭化材(コナラ属アカガシ亜属),T,f,弥生時代中期,----,C,IAAA-102870,AMS法,550,30,545,25,-25.54,0.6,----,加速器分析研究所,加速器分析研究所,2012,上新田遺跡における放射性炭素年代(1)(AMS測定),91-94,----,鹿児島県立埋蔵文化財センター発掘調査報告書(166)　上新田遺跡　,鹿児島県立埋蔵文化財センター
24,27967,46：鹿児島県,上新田遺跡,薩摩川内市青山町,土坑1　Ⅱb層試料名:3,炭化材(イボタノキ属),T,f,弥生時代中期,----,C,IAAA-102869,AMS法,580,30,584,26,-28,0.6,----,加速器分析研究所,加速器分析研究所,2012,上新田遺跡における放射性炭素年代(1)(AMS測定),91-94,----,鹿児島県立埋蔵文化財センター発掘調査報告書(166)　上新田遺跡　,鹿児島県立埋蔵文化財センター
25,27971,46：鹿児島県,上新田遺跡,薩摩川内市青山町,竪穴住居跡5　Ⅲ層試料名:7,炭化物,T,h,弥生時代中期,----,C,IAAA-102873,AMS法,2350,30,2348,27,-24.33,0.54,----,加速器分析研究所,加速器分析研究所,2012,上新田遺跡における放射性炭素年代(1)(AMS測定),91-94,----,鹿児島県立埋蔵文化財センター発掘調査報告書(166)　上新田遺跡　,鹿児島県立埋蔵文化財センター
26,27965,46：鹿児島県,上新田遺跡,薩摩川内市青山町,土坑3　Ⅱb層試料名:1,炭化材(樹皮),T,f,弥生時代中期,----,C,IAAA-102867,AMS法,680,30,677,26,-25.66,0.51,----,加速器分析研究所,加速器分析研究所,2012,上新田遺跡における放射性炭素年代(1)(AMS測定),91-94,----,鹿児島県立埋蔵文化財センター発掘調査報告書(166)　上新田遺跡　,鹿児島県立埋蔵文化財センター
27,27572,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,6号炉状遺構かまど内埋土,炭化材(クスノキ科),T,f,中世,----,F,IAAA-42095,AMS法,470,40,466,37,----,----,-24.52,パリノ・サーヴェイ,加速器分析研究所,2008,炉状遺構中の炭化物分析,217-218,----,鹿児島県立埋蔵文化財センター発掘調査報告書(121)上水流遺跡2,鹿児島県立埋蔵文化財センター
28,27571,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,竪穴建物2号内,炭化材(ブナ科),T,f,中世,----,F,2962,AMS法,626,41,----,----,----,----,-27.06,パリノ・サーヴェイ,核燃料サイクル開発機構東濃地科学センター,2008,竪穴建物2号中の炭化材分析,216,----,鹿児島県立埋蔵文化財センター発掘調査報告書(121)上水流遺跡2,鹿児島県立埋蔵文化財センター
29,27564,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,P-7区Ⅳ層　焼土9,炭化材(広葉樹),T,f,縄文時代後期後半?晩期,----,B,2959,AMS法,2984,43,----,----,----,----,-26.29,パリノ・サーヴェイ,核燃料サイクル開発機構東濃地科学センター,2007,上水流遺跡出土遺物等の放射性炭素年代測定,279-280,----,鹿児島県立埋蔵文化財センター発掘調査報告書(113)上水流遺跡1,鹿児島県立埋蔵文化財センター
30,27577,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,5号炉状遺構かまど内埋土,炭化材(広葉樹(散孔材)),T,f,中世,----,F,IAAA-42100,AMS法,600,40,600,38,----,----,-27.64,パリノ・サーヴェイ,加速器分析研究所,2008,炉状遺構中の炭化物分析,217-218,----,鹿児島県立埋蔵文化財センター発掘調査報告書(121)上水流遺跡2,鹿児島県立埋蔵文化財センター
31,27788,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬字上水流･森山,大集石3号2646-5,炭化材,T,f,縄文時代中期,----,B,PLD-3767,AMS法,3885,35,----,----,-23.41,0.19,----,伊藤茂･小林紘一･丹生越子･山形秀樹･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,縄文中期土器付着炭化物及び集石内出土炭化物の放射性炭素年代測定,303-306,----,鹿児島県立埋蔵文化財センター発掘調査報告書(150)　上水流遺跡4(第2分冊),鹿児島県立埋蔵文化財センター
32,27576,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,4号炉状遺構かまど内埋土,炭化材(アワブキ属),T,f,中世,----,F,IAAA-42099,AMS法,470,40,468,39,----,----,-26.14,パリノ・サーヴェイ,加速器分析研究所,2008,炉状遺構中の炭化物分析,217-218,----,鹿児島県立埋蔵文化財センター発掘調査報告書(121)上水流遺跡2,鹿児島県立埋蔵文化財センター
33,27575,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,8号炉状遺構かまど内埋土,炭化材(マツ属複維管束亜属),T,f,中世,----,F,IAAA-42098,AMS法,440,40,439,39,----,----,-25.52,パリノ・サーヴェイ,加速器分析研究所,2008,炉状遺構中の炭化物分析,217-218,----,鹿児島県立埋蔵文化財センター発掘調査報告書(121)上水流遺跡2,鹿児島県立埋蔵文化財センター
34,27574,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,9号炉状遺構かまど内埋土,炭化材(マツ属複維管束亜属),T,f,中世,----,F,IAAA-42097,AMS法,410,40,414,36,----,----,-26.63,パリノ・サーヴェイ,加速器分析研究所,2008,炉状遺構中の炭化物分析,217-218,----,鹿児島県立埋蔵文化財センター発掘調査報告書(121)上水流遺跡2,鹿児島県立埋蔵文化財センター
35,27573,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,10号炉状遺構かまど内埋土,炭化材(コナラ属アカガシ亜属),T,f,中世,----,F,IAAA-42096,AMS法,500,40,497,40,----,----,-26.97,パリノ・サーヴェイ,加速器分析研究所,2008,炉状遺構中の炭化物分析,217-218,----,鹿児島県立埋蔵文化財センター発掘調査報告書(121)上水流遺跡2,鹿児島県立埋蔵文化財センター
36,27563,46：鹿児島県,上水流遺跡,南さつま市金峰町花瀬上水流・森山,Ⅳ層　3号焼土(焼土3),炭化材(広葉樹(散孔材)),T,f,縄文時代後期,指宿式土器,B,2958,AMS法,3669,45,----,----,----,----,-26.58,パリノ・サーヴェイ,核燃料サイクル開発機構東濃地科学センター,2007,上水流遺跡出土遺物等の放射性炭素年代測定,279-280,----,鹿児島県立埋蔵文化財センター発掘調査報告書(113)上水流遺跡1,鹿児島県立埋蔵文化財センター
37,27349,46：鹿児島県,上野原遺跡,霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字,C6区　6号住居跡,炭化材（クスノキ科）,T,f,弥生時代,----,C,Beta-98813,β線法,1900,90,----,----,----,----,-30.4,古環境研究所,Beta Analytic Inc.,2003,放射性炭素年代測定,135,----,鹿児島県立埋蔵文化財センター発掘調査報告書(52)　上野原遺跡　第6分冊(第2?7地点:弥生時代?近世編),鹿児島県立埋蔵文化財センター
38,27348,46：鹿児島県,上野原遺跡,霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字,4号住居跡,炭化材（クスノキ科）,T,f,弥生時代,----,C,Beta-98811,β線法,2120,70,----,----,----,----,-28.9,古環境研究所,Beta Analytic Inc.,2003,放射性炭素年代測定,135,----,鹿児島県立埋蔵文化財センター発掘調査報告書(52)　上野原遺跡　第6分冊(第2?7地点:弥生時代?近世編),鹿児島県立埋蔵文化財センター
39,27343,46：鹿児島県,上野原遺跡,霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字,D-6区　42号竪穴住居-11,炭化材（クスノキ）,T,f,縄文時代早期,----,B,Beta-138455,AMS法,2730,40,----,----,----,----,-26.2,古環境研究所,Beta Analytic Inc.,2002,鹿児島県上野原遺跡における自然科学分析,151-173,----,鹿児島県立埋蔵文化財センター発掘調査報告書(41)　上野原遺跡　第3分冊(第2?7地点:縄文時代早期編4）　,鹿児島県立埋蔵文化財センター
40,27342,46：鹿児島県,上野原遺跡,霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字,D-6区　42号竪穴住居-10,炭化材（クスノキ）,T,f,縄文時代早期,----,B,Beta-138454,AMS法,2690,60,----,----,----,----,-27.3,古環境研究所,Beta Analytic Inc.,2002,鹿児島県上野原遺跡における自然科学分析,151-173,----,鹿児島県立埋蔵文化財センター発掘調査報告書(41)　上野原遺跡　第3分冊(第2?7地点:縄文時代早期編3）　,鹿児島県立埋蔵文化財センター
41,27721,46：鹿児島県,下ノ原B遺跡,伊佐市大口下殿,3号竪穴住居(図版11-484，図版22-2),炭化種子(モモ),T,e,古墳時代,----,D,IAAA-80840,AMS法,1530,30,1526,29,-26.89,0.58,----,加速器分析研究所,加速器分析研究所,2009,竪穴住居内出土遺物等の放射性炭素年代測定,117-118,----,鹿児島県立埋蔵文化財センター発掘調査報告書(137)　下ノ原B遺跡,鹿児島県立埋蔵文化財センター
42,27719,46：鹿児島県,下ノ原B遺跡,伊佐市大口下殿,9号竪穴住居の床面の土坑,炭化材,T,f,古墳時代,----,D,IAAA-80837,AMS法,1730,30,1728,26,-26.75,0.4,----,加速器分析研究所,加速器分析研究所,2009,竪穴住居内出土遺物等の放射性炭素年代測定,117-118,----,鹿児島県立埋蔵文化財センター発掘調査報告書(137)　下ノ原B遺跡,鹿児島県立埋蔵文化財センター
43,27718,46：鹿児島県,下ノ原B遺跡,伊佐市大口下殿,1号土坑,炭化材,T,f,縄文時代後期,----,B,IAAA-80839,AMS法,3330,30,3332,29,-28.02,0.47,----,加速器分析研究所,加速器分析研究所,2009,1号土坑内出土炭化材の放射性炭素年代測定,114-115,----,鹿児島県立埋蔵文化財センター発掘調査報告書(137)　下ノ原B遺跡,鹿児島県立埋蔵文化財センター
44,27930,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH3 　床上　古墳住居90号　試料の性状:最外-2年輪　試料№2,炭化材(アカガシ亜属),T,f,弥生時代?古墳時代,3世紀中頃?4世紀後半,CD,PLD-16236,AMS法,1725,20,1727,18,-27.75,0.17,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
45,27931,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH38　一括　グリッド:G-16　縄文住居1号　試料の性状:最外-4年輪試料№6,炭化材(散孔材),T,f,弥生時代,2世紀前半?3世紀前半,C,PLD-16237,AMS法,1845,20,1847,18,-24.11,0.17,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
46,27934,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH64　グリッド:H-27 　古墳住居66号　試料の性状:最外-2年輪試料№11　　,炭化材(散孔材),T,f,弥生時代,紀元前2世紀後半?紀元後1世紀初頭,C,PLD-16240,AMS法,2045,20,2045,20,-29.67,0.27,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
47,27933,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH72 　古墳住居52号　試料の性状:最外-5年輪試料№10,炭化材(散孔材),T,f,古墳時代,5世紀初頭?6世紀前半,D,PLD-16239,AMS法,1610,20,1610,19,-28.32,0.16,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
48,27932,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH42 古墳住居74号　試料の性状:最外-5年輪試料№7,炭化材(散孔材),T,f,古墳時代,4世紀前半?5世紀前半,D,PLD-16238,AMS法,1680,20,1682,18,-26.56,0.17,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
49,27939,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH95 古墳住居29号　,炭化物(灰質炭化物),T,h,弥生時代?古墳時代,3世紀前半?4世紀中頃,CD,PLD-16357,AMS法,1740,20,1742,18,-12.53,0.17,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
50,27944,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,弥生土坑34号試料名:5,炭化物,T,h,弥生時代前期?中期,----,C,IAAA-101444,AMS法,2400,30,2399,26,-25.51,0.28,----,加速器分析研究所,加速器分析研究所,2011,下鶴遺跡における放射性炭素年代,553-555,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
51,27938,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH103 　古墳住居4号　試料の性状:最外?-5年輪,炭化材(散孔材),T,f,弥生時代?古墳時代,3世紀前半?4世紀中頃,CD,PLD-16325,AMS法,1760,20,1760,20,-26.66,0.18,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
52,27937,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH44 　古墳住居27号　試料の性状:最外？?3年輪試料№8,炭化材(アカガシ亜属),T,f,中世,15世紀中頃?15世紀末,F,PLD-16265,AMS法,395,15,396,17,-27.84,0.18,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
53,27936,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH18 　古墳住居19号　試料の性状:最外？-5年輪試料№4,炭化材(散孔材),T,f,弥生時代?古墳時代,3世紀中頃?4世紀末,CD,PLD-16264,AMS法,1710,20,1712,22,-28.9,0.27,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
54,27935,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH9　古墳住居78号　試料№3,炭化種実(スモモの未熟核),T,g,弥生時代,紀元前1世紀中頃?紀元後1世紀中頃,C,PLD-16263,AMS法,2000,20,1999,20,-25.06,0.17,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
55,27929,46：鹿児島県,下鶴遺跡,伊佐市大口下殿字下鶴,SH2　土坑内　古墳住居91号試料の性状:最外-3年輪試料№１,炭化材(散孔材),T,f,古墳時代,4世紀前半?5世紀前半,D,PLD-16235,AMS法,1675,20,1675,18,-27.18,0.15,----,パレオ･ラボ,パレオ･ラボ,2011,放射性炭素年代測定,549-553,----,鹿児島県立埋蔵文化財センター発掘調査報告書(163)　下鶴遺跡,鹿児島県立埋蔵文化財センター
56,28196,46：鹿児島県,不動寺遺跡,鹿児島市上福元町,試料名:№10H20南壁Ⅴ1層,土壌,T,k,縄文時代晩期?弥生時代前期,----,BC,Beta-257954,AMS法,2340,40,----,----,----,----,-19.7,古環境研究所,Beta Analytic Inc.,2016,放射性炭素年代測定,425-429,----,鹿児島市埋蔵文化財発掘調査報告書(76)　不動寺遺跡,鹿児島市教育委員会文化財課
57,28204,46：鹿児島県,不動寺遺跡,鹿児島市上福元町,試料名:№18H20SC10火葬墓上部,炭化材(スダジイ),T,f,古代,----,E,Beta-254823,AMS法,990,40,----,----,----,----,-26.1,古環境研究所,Beta Analytic Inc.,2016,放射性炭素年代測定,425-429,----,鹿児島市埋蔵文化財発掘調査報告書(76)　不動寺遺跡,鹿児島市教育委員会文化財課
58,28211,46：鹿児島県,不動寺遺跡,鹿児島市上福元町,試料名:№25H20SN10,炭化材(クリ),T,f,古代?近世,----,EFG,Beta-254828,AMS法,1000,40,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2016,放射性炭素年代測定,425-429,----,鹿児島市埋蔵文化財発掘調査報告書(76)　不動寺遺跡,鹿児島市教育委員会文化財課
59,28210,46：鹿児島県,不動寺遺跡,鹿児島市上福元町,試料名:№24H20SN5,土壌(焼土),T,k,古代?近世,----,EFG,Beta-254826,AMS法,1240,40,----,----,----,----,-22.7,古環境研究所,Beta Analytic Inc.,2016,放射性炭素年代測定,425-429,----,鹿児島市埋蔵文化財発掘調査報告書(76)　不動寺遺跡,鹿児島市教育委員会文化財課
60,28209,46：鹿児島県,不動寺遺跡,鹿児島市上福元町,試料名:№23H20SN4,炭化物,T,h,古代?近世,----,EFG,Beta-254825,AMS法,990,40,----,----,----,----,-26.2,古環境研究所,Beta Analytic Inc.,2016,放射性炭素年代測定,425-429,----,鹿児島市埋蔵文化財発掘調査報告書(76)　不動寺遺跡,鹿児島市教育委員会文化財課
