項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
26,28919,42：長崎県,今福遺跡,松浦市今福町,試料№:13　⑥区SR-25埋土第1層,樹木,T,d,縄文時代?近世,----,BCDEFG,PED-20199,AMS法,1190,20,1190,20,-27.06,0.12,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
27,28872,42：長崎県,今福遺跡,南島原市北有馬町丁今福名,依頼者コード:W3　B5区2号溝出土木材,木材,T,d,旧石器時代?中世,----,ABCDEF,不明,β線法,2230,65,----,----,----,----,----,日本アイソトープ協会,日本アイソトープ協会,1986,放射性炭素年代測定結果報告書,288,----,今福遺跡Ⅲ,長崎県教育委員会
28,28871,42：長崎県,今福遺跡,南島原市北有馬町丁今福名,依頼者コード:W2　A地区5層上部出土木材,木材,T,d,旧石器時代?中世,----,ABCDEF,不明,β線法,415,60,----,----,----,----,----,日本アイソトープ協会,日本アイソトープ協会,1986,放射性炭素年代測定結果報告書,288,----,今福遺跡Ⅲ,長崎県教育委員会
29,28918,42：長崎県,今福遺跡,松浦市今福町,試料№:12　⑤区SR-26埋土第1層,樹木,T,d,縄文時代?近世,----,BCDEFG,PED-20198,AMS法,3030,20,3029,21,-27.18,0.1,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
30,28917,42：長崎県,今福遺跡,松浦市今福町,試料№:2　④区B-2-25漆器椀片(W-2 ),木材,T,d,縄文時代?近世,----,BCDEFG,PED-17561,AMS法,300,15,302,16,-26.09,0.13,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
31,28916,42：長崎県,今福遺跡,松浦市今福町,試料№:1　②区SR-2試料④,炭化物,T,h,縄文時代?近世,----,BCDEFG,PED-17560,AMS法,735,15,734,15,-26.78,0.15,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
32,28924,42：長崎県,今福遺跡,松浦市今福町,試料№:18　⑥区SR-30埋土第4層,樹木,T,d,縄文時代?近世,----,BCDEFG,PED-20204,AMS法,795,20,793,19,-26.27,0.1,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
33,28923,42：長崎県,今福遺跡,松浦市今福町,試料№:17　⑥区SR-29埋土第5層,樹木,T,d,縄文時代?近世,----,BCDEFG,PED-20203,AMS法,1835,20,1834,20,-26.76,0.12,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
34,28922,42：長崎県,今福遺跡,松浦市今福町,試料№:16　⑥区Ⅳ層,炭化材,T,f,縄文時代?近世,----,BCDEFG,PED-20202,AMS法,2695,20,2697,22,-25.71,0.11,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
35,28921,42：長崎県,今福遺跡,松浦市今福町,試料№:15　6区SR-28埋土第3層,樹木,T,d,縄文時代?近世,----,BCDEFG,PED-20201,AMS法,1225,20,1225,19,-27.2,0.11,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
36,28920,42：長崎県,今福遺跡,松浦市今福町,試料№:14　⑥区Ⅱ層,樹木,T,d,縄文時代?近世,----,BCDEFG,PED-20200,AMS法,835,20,836,19,-30.73,0.1,----,加速器分析研究所,加速器分析研究所,2015,放射性炭素年代測定結果,115?117,----,長崎県文化財調査報告書　第211集　一般国道497号伊万里松浦道路建設に伴う埋塑像文化財発掘調査報告書　Ⅳ　今福遺跡Ⅱ,長崎県教育委員会
37,28870,42：長崎県,今福遺跡,南島原市北有馬町丁今福名,依頼者コード:W1　A地区ドングリ竪穴出土木材,木材,T,d,旧石器時代?中世,----,ABCDEF,不明,β線法,1970,75,----,----,----,----,----,日本アイソトープ協会,日本アイソトープ協会,1986,放射性炭素年代測定結果報告書,288,----,今福遺跡Ⅲ,長崎県教育委員会
38,28763,42：長崎県,伊木力遺跡,諫早市多良見町舟津,③第3区南北畦　Ⅷa層上部,木材,T,d,縄文時代前期前葉,轟B式土器,B,KSU-1146,β線法,5830,30,----,----,----,----,----,山田治･小橋川明,京都産業大学理学部,1986,層序,4?7,----,長崎県西彼杵郡多良見町舟津郷所在　伊木力遺跡　-第2次発掘調査概報-,多良見町教育委員会
39,28764,42：長崎県,伊木力遺跡,諫早市多良見町舟津,④第3区南北畦　Ⅷa層最下部,木材,T,d,縄文時代前期前葉,轟B式土器,B,KSU-1148,β線法,5930,30,----,----,----,----,----,山田治･小橋川明,京都産業大学理学部,1986,層序,4?7,----,長崎県西彼杵郡多良見町舟津郷所在　伊木力遺跡　-第2次発掘調査概報-,多良見町教育委員会
40,28762,42：長崎県,伊木力遺跡,諫早市多良見町舟津,②第1区西壁　Ⅶ層とⅧa層の境界部,木材(丸木舟:センダン),T,d,縄文時代前期前葉?中葉,曽畑式土器･轟B式系土器,B,KSU-1147,β線法,5660,90,----,----,----,----,----,山田治･小橋川明,京都産業大学理学部,1986,層序,4?7,----,長崎県西彼杵郡多良見町舟津郷所在　伊木力遺跡　-第2次発掘調査概報-,多良見町教育委員会
41,28761,42：長崎県,伊木力遺跡,諫早市多良見町舟津,①第1区西壁　Ⅶ層,木材,T,d,縄文時代前期,曽畑式土器,B,KSU-1145,β線法,5330,30,----,----,----,----,----,山田治･小橋川明,京都産業大学理学部,1986,層序,4?7,----,長崎県西彼杵郡多良見町舟津郷所在　伊木力遺跡　-第2次発掘調査概報-,多良見町教育委員会
42,28853,42：長崎県,八幡山城跡,松浦市今福町,SX4　凹地に土や炭化物が流入,炭化材(枝材),T,f,旧石器時代?近世,----,ABCDEFG,PLD-15517,AMS法,85,20,83,18,-26.39,0.15,----,パレオ･ラボ,パレオ・ラボ,2011,放射性炭素年代測定,90?92,----,長崎県佐世保文化財調査事務所調査報告書　第6集　一般国道497号伊万里松浦道路建設に伴う埋蔵文化財発掘調査報告書　Ⅰ　八幡山城跡　　,長崎県教育委員会
43,28854,42：長崎県,八幡山城跡,松浦市今福町,SX5　凹地に土や炭化物が流入,炭化材,T,f,旧石器時代?近世,----,ABCDEFG,PLD-15518,AMS法,955,20,956,19,-25.87,0.18,----,パレオ･ラボ,パレオ・ラボ,2011,放射性炭素年代測定,90?92,----,長崎県佐世保文化財調査事務所調査報告書　第6集　一般国道497号伊万里松浦道路建設に伴う埋蔵文化財発掘調査報告書　Ⅰ　八幡山城跡　　,長崎県教育委員会
44,28852,42：長崎県,八幡山城跡,松浦市今福町,SX1　他の場所で焼かれた後に堆積,炭化材(枝材),T,f,旧石器時代?近世,----,ABCDEFG,PLD-15516,AMS法,145,20,146,20,-11.59,0.17,----,パレオ･ラボ,パレオ・ラボ,2011,放射性炭素年代測定,90?92,----,長崎県佐世保文化財調査事務所調査報告書　第6集　一般国道497号伊万里松浦道路建設に伴う埋蔵文化財発掘調査報告書　Ⅰ　八幡山城跡　　,長崎県教育委員会
45,28652,42：長崎県,十園遺跡,雲仙市国見町多比良,試料名:№3　47区P-120柱抜取り穴覆土,炭化物,T,h,奈良時代?平安時代,----,E,Beta-190837,AMS法,1320,40,----,----,----,----,-26.5,古環境研究所,Beta Analytic Inc.,2004,放射性炭素年代測定,76?77,----,国見町文化財調査報告書(概報)　第4集　十園遺跡,国見町教育委員会
46,28651,42：長崎県,十園遺跡,雲仙市国見町多比良,試料名:№2　47区P-127柱抜取り穴覆土,炭化物,T,h,奈良時代?平安時代,----,E,Beta-190838,AMS法,1300,40,----,----,----,----,-25.7,古環境研究所,Beta Analytic Inc.,2004,放射性炭素年代測定,76?77,----,国見町文化財調査報告書(概報)　第4集　十園遺跡,国見町教育委員会
47,28655,42：長崎県,十園遺跡,雲仙市国見町多比良,試料名:№6　47区P-05柱掘り方覆土,炭化物,T,h,奈良時代?平安時代,----,E,Beta-190834,AMS法,1330,40,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2004,放射性炭素年代測定,76?77,----,国見町文化財調査報告書(概報)　第4集　十園遺跡,国見町教育委員会
48,28654,42：長崎県,十園遺跡,雲仙市国見町多比良,試料名:№5　47区P-153柱掘り方覆土,炭化物,T,h,奈良時代?平安時代,----,E,Beta-190835,AMS法,1400,40,----,----,----,----,-25.9,古環境研究所,Beta Analytic Inc.,2004,放射性炭素年代測定,76?77,----,国見町文化財調査報告書(概報)　第4集　十園遺跡,国見町教育委員会
49,28653,42：長崎県,十園遺跡,雲仙市国見町多比良,試料名:№4　47区P-52柱痕跡覆土,炭化物,T,h,奈良時代?平安時代,----,E,Beta-190836,AMS法,1280,40,----,----,----,----,-27,古環境研究所,Beta Analytic Inc.,2004,放射性炭素年代測定,76?77,----,国見町文化財調査報告書(概報)　第4集　十園遺跡,国見町教育委員会
50,28650,42：長崎県,十園遺跡,雲仙市国見町多比良,試料名:№1　47区(拡)P-127柱抜取り穴覆土,炭化物,T,h,奈良時代?平安時代,----,E,Beta-190839,AMS法,1340,40,----,----,----,----,-27.5,古環境研究所,Beta Analytic Inc.,2004,放射性炭素年代測定,76?77,----,国見町文化財調査報告書(概報)　第4集　十園遺跡,国見町教育委員会
51,28925,42：長崎県,原の辻遺跡,壱岐市芦辺町深江鶴亀触,試料名:№1　3B区土橋構成土⑦層内,炭化物,T,h,旧石器時代?古墳時代,----,ABCD,Beta-275232,AMS法,1780,40,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2011,放射性炭素年代測定,95?96,----,長崎県埋蔵文化財センター調査報告書　第1集　原の辻遺跡,長崎県教育委員会
52,28926,42：長崎県,原の辻遺跡,壱岐市芦辺町深江鶴亀触,試料名:№2　1B区落ち込み1覆土⑤層内,木片,T,d,旧石器時代?古墳時代,----,ABCD,Beta-275233,AMS法,2370,40,----,----,----,----,-26.9,古環境研究所,Beta Analytic Inc.,2011,放射性炭素年代測定,95?96,----,長崎県埋蔵文化財センター調査報告書　第1集　原の辻遺跡,長崎県教育委員会
53,29000,42：長崎県,原の辻遺跡,壱岐市芦辺町深江鶴亀触,試料名:№1　SD02底部　,種子(モモ),T,e,弥生時代後期?古墳時代,----,CD,Beta-141489,AMS法,2240,40,----,----,----,----,-27.8,古環境研究所,Beta Analytic Inc.,2001,原の辻遺跡(コヨウ区)における放射性炭素年代測定,79?80,----,原の辻遺跡保存等協議会調査報告書　第2集　原の辻遺跡　,原の辻遺跡保存等協議会
54,28929,42：長崎県,原の辻遺跡,壱岐市芦辺町深江鶴亀触,八反8b区　2号濠底検出竹状植物,植物片(茎または根),T,d,旧石器時代?古墳時代,----,ABCD,IAAA-102541,AMS法,1940,20,1944,24,-30.59,0.36,----,パリノ･サーヴェイ,加速器分析研究所,2011,平成22年度原の辻遺跡発掘調査における自然科学分析,109?115,----,長崎県埋蔵文化財センター調査報告書　第1集　原の辻遺跡,長崎県教育委員会
55,28928,42：長崎県,原の辻遺跡,壱岐市芦辺町深江鶴亀触,試料名:№4　1B区SD1覆土⑤層内,木片,T,d,旧石器時代?古墳時代,----,ABCD,Beta-275235,AMS法,2150,40,----,----,----,----,-26.3,古環境研究所,Beta Analytic Inc.,2011,放射性炭素年代測定,95?96,----,長崎県埋蔵文化財センター調査報告書　第1集　原の辻遺跡,長崎県教育委員会
56,28927,42：長崎県,原の辻遺跡,壱岐市芦辺町深江鶴亀触,試料名:№3　5A区河川覆土⑧層内,木片,T,d,旧石器時代?古墳時代,----,ABCD,Beta-275234,AMS法,1720,40,----,----,----,----,-26.7,古環境研究所,Beta Analytic Inc.,2011,放射性炭素年代測定,95?96,----,長崎県埋蔵文化財センター調査報告書　第1集　原の辻遺跡,長崎県教育委員会
57,29004,42：長崎県,原の辻遺跡,壱岐市芦辺町･石田町,試料名:№1　17･18調査区中央河道2④,木杭,T,d,弥生時代中期後葉?後期初頭,----,C,Beta-190657,β線法,2000,50,----,----,----,----,-27.2,古環境研究所,Beta Analytic Inc.,2005,長崎県原の辻遺跡(平成15年度県道緊急調査)における自然科学分析,付編,----,原の辻遺跡調査事務所調査報告書　第29集　原の辻遺跡,長崎県教育委員会
58,29008,42：長崎県,原の辻遺跡,壱岐市芦辺町･石田町,試料名:№5　17･18調査区中央河道2④,木材,T,d,弥生時代中期後葉?後期初頭,----,C,Beta-190661,β線法,2390,60,----,----,----,----,-29.7,古環境研究所,Beta Analytic Inc.,2005,長崎県原の辻遺跡(平成15年度県道緊急調査)における自然科学分析,付編,----,原の辻遺跡調査事務所調査報告書　第29集　原の辻遺跡,長崎県教育委員会
59,29009,42：長崎県,原の辻遺跡,壱岐市芦辺町･石田町,試料名:№6　17･18調査区中央河道2④,木杭,T,d,弥生時代中期後葉?後期初頭,----,C,Beta-190662,β線法,2310,50,----,----,----,----,-28,古環境研究所,Beta Analytic Inc.,2005,長崎県原の辻遺跡(平成15年度県道緊急調査)における自然科学分析,付編,----,原の辻遺跡調査事務所調査報告書　第29集　原の辻遺跡,長崎県教育委員会
60,29047,42：長崎県,原の辻遺跡,壱岐市芦辺町･石田町,C区南壁　SD4　10層　試料№5,生材,T,d,弥生時代中期?古墳時代初頭,----,CD,PLD-6829,AMS法,2290,15,2289,17,-26.49,0.15,----,小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani･孔智賢･鈴木茂,パレオ・ラボ,2007,放射性炭素年代測定,97?102,----,原の辻遺跡調査事務所調査報告書　第36集　原の辻遺跡,長崎県教育委員会
61,29051,42：長崎県,原の辻遺跡,壱岐市芦辺町深江鶴亀触,試料名:№1　石田高原1区･ピット49　,木片,T,d,弥生時代中期?古墳時代以降,----,CDEFGH,IAAA-81939,AMS法,2030,30,2031,29,-22.41,0.36,----,加速器分析研究所,加速器分析研究所,2009,原の辻遺跡における放射性炭素年代(AMS測定),91?93,----,原の辻遺跡調査事務所調査報告書　第40集　原の辻遺跡,長崎県教育委員会
