項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
11,29205,41：佐賀県,仁田埴輪窯跡,唐津市浜玉町渕上,SO405　西1区,炭化材(16-20y),T,f,古墳時代,----,D,PLD-12106,AMS法,1695,20,1694,22,-28.62,0.24,----,伊藤茂･尾嵜大真･丹生越子･廣田正史･瀬谷薫･小林紘一･Zaur　Lomtatidze･Ineza　Jorjoliani･中村賢太郎,パレオ・ラボ,2011,放射性炭素年代測定,216?221,ウィグルマッチング,佐賀県文化財調査報告書　第188集　仁田古墳群Ⅱ　仁田古墳群4区･仁田埴輪窯跡･矢作遺跡3区　-西九州自動車道建設に係る文化財調査報告書(10)-,佐賀県教育委員会
12,29204,41：佐賀県,仁田埴輪窯跡,唐津市浜玉町渕上,SO405　西1区,炭化材(11-15y),T,f,古墳時代,----,D,PLD-12105,AMS法,1685,20,1683,20,-25.85,0.12,----,伊藤茂･尾嵜大真･丹生越子･廣田正史･瀬谷薫･小林紘一･Zaur　Lomtatidze･Ineza　Jorjoliani･中村賢太郎,パレオ・ラボ,2011,放射性炭素年代測定,216?221,ウィグルマッチング,佐賀県文化財調査報告書　第188集　仁田古墳群Ⅱ　仁田古墳群4区･仁田埴輪窯跡･矢作遺跡3区　-西九州自動車道建設に係る文化財調査報告書(10)-,佐賀県教育委員会
13,29203,41：佐賀県,仁田埴輪窯跡,唐津市浜玉町渕上,SO405　西1区,炭化材(6-10y),T,f,古墳時代,----,D,PLD-12104,AMS法,1650,20,1649,20,-25.97,0.21,----,伊藤茂･尾嵜大真･丹生越子･廣田正史･瀬谷薫･小林紘一･Zaur　Lomtatidze･Ineza　Jorjoliani･中村賢太郎,パレオ・ラボ,2011,放射性炭素年代測定,216?221,ウィグルマッチング,佐賀県文化財調査報告書　第188集　仁田古墳群Ⅱ　仁田古墳群4区･仁田埴輪窯跡･矢作遺跡3区　-西九州自動車道建設に係る文化財調査報告書(10)-,佐賀県教育委員会
14,29202,41：佐賀県,仁田埴輪窯跡,唐津市浜玉町渕上,SO405　西1区,炭化材(1-5y),T,f,古墳時代,----,D,PLD-12103,AMS法,1640,20,1641,20,-27.43,0.12,----,伊藤茂･尾嵜大真･丹生越子･廣田正史･瀬谷薫･小林紘一･Zaur　Lomtatidze･Ineza　Jorjoliani･中村賢太郎,パレオ・ラボ,2011,放射性炭素年代測定,216?221,ウィグルマッチング,佐賀県文化財調査報告書　第188集　仁田古墳群Ⅱ　仁田古墳群4区･仁田埴輪窯跡･矢作遺跡3区　-西九州自動車道建設に係る文化財調査報告書(10)-,佐賀県教育委員会
15,29353,41：佐賀県,佐賀城跡(5区),佐賀市城内1丁目地内,試料№:№1　SB5040 掘立柱建物跡　P3柱穴　最外部,木材(柱材:ハイノキ属),T,d,中世,16世紀,F,PED-15904,AMS法,370,20,368,20,-26.06,0.17,----,杉山真二,古環境研究所,2010,放射性炭素年代測定,38?39,----,佐賀市埋蔵文化財調査報告書　第56集　佐賀城跡　-4･5区の調査-,佐賀市教育委員会
16,29120,41：佐賀県,半田大園遺跡,唐津市半田,試料名:C14-2　SX-05　5層下部,木材,T,d,弥生時代,----,C,IAAA-62877,AMS法,920,30,919,31,-29.56,0.58,----,パリノ･サーヴェイ,加速器分析研究所,2008,年代測定,51?53,----,唐津市文化財調査報告書　第144集　半田大園遺跡　,唐津市教育委員会
17,29122,41：佐賀県,半田大園遺跡,唐津市半田,試料名:C14-4　SX-05　最下部,木材,T,d,弥生時代,----,C,IAAA-62879,AMS法,2170,30,2165,33,-27.91,0.65,----,パリノ･サーヴェイ,加速器分析研究所,2008,年代測定,51?53,----,唐津市文化財調査報告書　第144集　半田大園遺跡　,唐津市教育委員会
18,29123,41：佐賀県,半田大園遺跡,唐津市半田,試料名:C14-5　SX-05　一括,木材,T,d,弥生時代,----,C,IAAA-62880,AMS法,930,30,929,31,-27.04,0.65,----,パリノ･サーヴェイ,加速器分析研究所,2008,年代測定,51?53,----,唐津市文化財調査報告書　第144集　半田大園遺跡　,唐津市教育委員会
19,29121,41：佐賀県,半田大園遺跡,唐津市半田,試料名:C14-3　SX-05　6層,木材,T,d,弥生時代,----,C,IAAA-62878,AMS法,960,30,956,31,-27.75,0.65,----,パリノ･サーヴェイ,加速器分析研究所,2008,年代測定,51?53,----,唐津市文化財調査報告書　第144集　半田大園遺跡　,唐津市教育委員会
20,29119,41：佐賀県,半田大園遺跡,唐津市半田,試料名:C14-1　SX-05　4層,木材,T,d,弥生時代,----,C,IAAA-62876,AMS法,980,30,982,31,-26.35,0.66,----,パリノ･サーヴェイ,加速器分析研究所,2008,年代測定,51?53,----,唐津市文化財調査報告書　第144集　半田大園遺跡　,唐津市教育委員会
21,3252,41：佐賀県,吉野ヶ里遺跡,神埼市大字志波屋・鶴・田道ケ里/吉野ヶ里町大字田手・大曲,----,漆漆膜,T,i,弥生時代後期?,----,C,PLD-4943,AMS法,1920,25,----,----,-28.27,0.13,----,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,REK-NG-6,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
22,549,41：佐賀県,吉野ヶ里遺跡,神埼市大字志波屋・鶴・田道ケ里/吉野ヶ里町大字田手・大曲,田手地区，ユンボ作業中に出土,種実コメ,T,g,弥生時代中期,須玖Ⅰ式,C,IAAA-30251,AMS法,2140,40,----,----,-23.61,0.86,----,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-1,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
23,29229,41：佐賀県,吉野ヶ里遺跡(志波屋四の坪地区･Ⅱ区),神埼市大字志波屋,試料名:№2　396調査区　竪穴建物跡(SH2241) 床面,炭化材,T,f,弥生時代前期前半･後期後半?終末,----,C,Beta-316698,AMS法,2440,30,----,----,----,----,-24.8,古環境研究所,Beta Analytic Inc.,2016,放射性炭素年代測定,496?497,----,佐賀県文化財調査報告書　第211集　吉野ヶ里遺跡　-国営吉野ヶ里歴史公園整備に伴う埋蔵文化財調査報告書3-,佐賀県教育委員会
24,29228,41：佐賀県,吉野ヶ里遺跡(志波屋四の坪地区･Ⅱ区),神埼市大字志波屋,試料名:№1　395調査区　竪穴建物跡(SH2203) 床面　,炭化材,T,f,弥生時代前期前半･後期後半?終末,----,C,Beta-316697,AMS法,2420,30,----,----,----,----,-25.4,古環境研究所,Beta Analytic Inc.,2016,放射性炭素年代測定,496?497,----,佐賀県文化財調査報告書　第211集　吉野ヶ里遺跡　-国営吉野ヶ里歴史公園整備に伴う埋蔵文化財調査報告書3-,佐賀県教育委員会
25,29088,41：佐賀県,唐ノ川高峰遺跡,唐津市唐ノ川字高峰,貯蔵穴　TOT.Ⅱ　SK8922　コモ下,木片,T,d,縄文時代晩期,----,B,Gak-15032,β線法,3220,180,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,1996,14C年代測定,62,----,唐津市文化財調査報告書　第72集　唐ノ川高峰遺跡(3),唐津市教育委員会
26,29142,41：佐賀県,坂の下縄文遺跡,西松浦郡有田町,貯蔵穴内(地表より-60以下),植物質遺物,T,de,縄文時代中期末?後期初頭,----,B,Kuri-0049,β線法,3850,80,3849,78,----,----,----,坂田武彦,九州大学理学部　放射線同位元素総合実験室,1971,遺物のC14による年代測定,75,----,坂の下縄文遺跡　第2次発掘調査,佐賀県教育委員会
27,29094,41：佐賀県,外原遺跡,唐津市半田字外原,試料№6　SK10,炭化材,T,f,中世,----,F,Gak-20532,β線法,1600,60,----,----,----,----,-28.4,パリノ･サーヴェイ,学習院大学理学部年代測定室,2001,分析,33?41,----,唐津市文化財調査報告書　第98集　外原遺跡,唐津市教育委員会
28,29096,41：佐賀県,外原遺跡,唐津市半田字外原,試料№8　SK30,炭化材,T,f,中世,----,F,Gak-20534,β線法,1190,50,----,----,----,----,-28.1,パリノ･サーヴェイ,学習院大学理学部年代測定室,2001,分析,33?41,----,唐津市文化財調査報告書　第98集　外原遺跡,唐津市教育委員会
29,29095,41：佐賀県,外原遺跡,唐津市半田字外原,試料№7　SK29,炭化材,T,f,中世,----,F,Gak-20533,β線法,1000,50,----,----,----,----,-28.5,パリノ･サーヴェイ,学習院大学理学部年代測定室,2001,分析,33?41,----,唐津市文化財調査報告書　第98集　外原遺跡,唐津市教育委員会
30,29093,41：佐賀県,外原遺跡,唐津市半田字外原,試料№5　SK09,炭化材,T,f,中世,----,F,Gak-20531,β線法,900,60,----,----,----,----,-27.6,パリノ･サーヴェイ,学習院大学理学部年代測定室,2001,分析,33?41,----,唐津市文化財調査報告書　第98集　外原遺跡,唐津市教育委員会
31,29090,41：佐賀県,外原遺跡,唐津市半田字外原,試料№2　SK02,炭化材,T,f,中世,----,F,Gak-20527,β線法,1210,60,----,----,----,----,-30.8,パリノ･サーヴェイ,学習院大学理学部年代測定室,2001,分析,33?41,----,唐津市文化財調査報告書　第98集　外原遺跡,唐津市教育委員会
32,29091,41：佐賀県,外原遺跡,唐津市半田字外原,試料№3　SK06,炭化材,T,f,中世,----,F,Gak-20528,β線法,880,70,----,----,----,----,-29.4,パリノ･サーヴェイ,学習院大学理学部年代測定室,2001,分析,33?41,----,唐津市文化財調査報告書　第98集　外原遺跡,唐津市教育委員会
33,29092,41：佐賀県,外原遺跡,唐津市半田字外原,試料№4　SK07,炭化材,T,f,中世,----,F,Gak-20529,β線法,1410,90,----,----,----,----,-25.8,パリノ･サーヴェイ,学習院大学理学部年代測定室,2001,分析,33?41,----,唐津市文化財調査報告書　第98集　外原遺跡,唐津市教育委員会
34,29089,41：佐賀県,外原遺跡,唐津市半田字外原,試料№1　SK01,炭化材,T,f,中世,----,F,Gak-20526,β線法,1030,60,----,----,----,----,-35,パリノ･サーヴェイ,学習院大学理学部年代測定室,2001,分析,33?41,----,唐津市文化財調査報告書　第98集　外原遺跡,唐津市教育委員会
35,29132,41：佐賀県,宇木汲田貝塚,唐津市宇木汲田,----,炭化米,T,g,弥生時代初期,板付Ⅰ式,C,KURI-0054,β線法,2240,50,----,----,----,----,----,高島良正,九州大学理学部　放射線同位元素総合実験室,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
36,29140,41：佐賀県,宇木汲田貝塚,唐津市宇木汲田,6区西端貝層中,木炭,T,f,不明,----,不明,不明,β線法,2240,50,----,----,----,----,----,高島良正,九州大学理学部　放射線同位元素総合実験室,1982,遺構,135?140,----,末盧国　佐賀賢唐津市･東松浦郡の考古学的調査研究,賀來壽一
37,29141,41：佐賀県,宇木汲田貝塚,唐津市宇木汲田,1区黒土中(表土下60㎝),木炭,T,f,不明,----,不明,不明,β線法,2180,ー,----,----,----,----,----,高島良正,九州大学理学部　放射線同位元素総合実験室,1982,遺構,135?140,----,末盧国　佐賀賢唐津市･東松浦郡の考古学的調査研究,賀來壽一
38,29131,41：佐賀県,宇木汲田貝塚,唐津市宇木汲田,----,炭化米,T,g,縄文時代晩期,夜臼式,B,KURI-0053,β線法,2370,50,----,----,----,----,----,高島良正,九州大学理学部　放射線同位元素総合実験室,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
39,29147,41：佐賀県,岸田南遺跡,鳥栖市今町字岸田,1区　SK101　貯蔵穴,イチイガシ果実,T,e,縄文時代,----,B,IAAA-10534,AMS法,3730,40,----,----,25,1.39,----,パリノ･サーヴェイ,加速器分析研究所,2003,岸田南遺跡出土種実の放射性炭素年代測定,205,----,佐賀県文化財調査報告書　第158集　柚比遺跡群4　-鳥栖北部丘陵新都市関係文化財調査報告書5-,佐賀県教育委員会
40,29101,41：佐賀県,徳蔵谷遺跡,唐津市佐志,試料番号2　貯蔵穴SK09,種実(アカガシ亜属),T,e,縄文時代?室町時代,----,BCDEF,IAAA-31282,AMS法,2440,40,2440,38,-29.97,0.57,----,パリノ･サーヴェイ,加速器分析研究所,2004,徳蔵谷遺跡の自然科学分析,85?98,----,唐津市文化財調査報告書　第117集　徳蔵谷遺跡,唐津市教育委員会
41,29100,41：佐賀県,徳蔵谷遺跡,唐津市佐志,試料番号1　貯蔵穴SK08,種実(アカガシ亜属),T,e,縄文時代?室町時代,----,BCDEF,IAAA-31281,AMS法,2390,40,2386,34,-31.01,0.62,----,パリノ･サーヴェイ,加速器分析研究所,2004,徳蔵谷遺跡の自然科学分析,85?98,----,唐津市文化財調査報告書　第117集　徳蔵谷遺跡,唐津市教育委員会
42,29189,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,6F区　SB6221PA　遺物№:仮200708　最外年輪,生材(クリ),T,d,戦国,----,F,PLD-7284,AMS法,370,20,368,22,-30.37,0.2,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
43,29190,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,6F区　SB6221PF　遺物№:仮200709　最外年輪,生材(クリ),T,d,戦国,----,F,PLD-7285,AMS法,350,25,350,27,-33.68,0.45,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
44,29188,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,6F区　SB6222PI　遺物№:仮200706　最外以外樹皮に近い部分を採取,生材(マツ属複維管束亜属),T,d,戦国,----,F,PLD-7283,AMS法,315,25,316,23,-29.86,0.33,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
45,29191,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,8B区　SB8011PA　遺物№:仮200711　最外年輪,生材(シイノキ属),T,d,戦国,----,F,PLD-7286,AMS法,450,20,448,21,-28.36,0.14,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
46,29187,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,6F区　SB6222PG　遺物№:仮200704　最外年輪,生材(マツ属複維管束亜属),T,d,戦国,----,F,PLD-7282,AMS法,350,20,352,22,-29.29,0.15,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
47,29148,41：佐賀県,柚比梅坂遺跡,鳥栖市柚比町字梅坂･永田,SX1153,骨(歯)　ウマ　歯牙片,T,a,奈良時代後半?平安時代前期?,----,E,IAAA-10535,AMS法,1140,30,----,----,-20.26,0.7,----,パリノ･サーヴェイ,加速器分析研究所,2003,柚比梅坂遺跡出土獣骨の放射性炭素年代測定と同定,219,----,佐賀県文化財調査報告書　第158集　柚比遺跡群4　-鳥栖北部丘陵新都市関係文化財調査報告書5-,佐賀県教育委員会
48,29154,41：佐賀県,梅白遺跡,唐津市大字原字梅白,自然流路SD187 UME-1,杭(クリ),T,d,弥生時代早期,夜臼Ⅱ式,C,Beta-174312,AMS法,2600,40,----,----,----,----,-32.8,藤尾慎一郎･今村峯雄･坂本稔,Beta Analytic Inc.,2003,佐賀県唐津市梅白遺跡出土資料の年代学的調査,360?366,----,佐賀県文化財調査報告書　第154集　梅白遺跡　-西九州自動車道建設に係る文化財調査報告書(2)-,佐賀県教育委員会
49,3865,41：佐賀県,梅白遺跡,唐津市大字原字梅白,SD187,木材表面5年輪,T,d,弥生時代早期,夜臼Ⅱa式,C,Beta-174313,AMS法,2680,40,----,----,-25,----,-25,学術創成研究グループ,Beta Analytic Inc.,2009,地域別測定データ,139-524,UMS-2a，特殊試料，超音波洗浄のみ,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
50,29153,41：佐賀県,梅白遺跡,唐津市大字原字梅白,試料:⑤　水田跡最下層　堅果類がつまった土坑(ドングリ土坑)出土,種実(アカガシ亜属),T,e,弥生時代,----,C,不明,β線法,2490,50,----,----,----,----,-26.9,----,古環境研究所,2003,梅白遺跡における放射性炭素年代測定,306,----,佐賀県文化財調査報告書　第154集　梅白遺跡　-西九州自動車道建設に係る文化財調査報告書(2)-,佐賀県教育委員会
51,29155,41：佐賀県,梅白遺跡,唐津市大字原字梅白,自然流路SD187 UME-2,杭(クリ),T,d,弥生時代早期,夜臼Ⅱ式,C,Beta-174313,AMS法,2680,40,----,----,----,----,-25,藤尾慎一郎･今村峯雄･坂本稔,Beta Analytic Inc.,2003,佐賀県唐津市梅白遺跡出土資料の年代学的調査,360?366,----,佐賀県文化財調査報告書　第154集　梅白遺跡　-西九州自動車道建設に係る文化財調査報告書(2)-,佐賀県教育委員会
52,3864,41：佐賀県,梅白遺跡,唐津市大字原字梅白,SD187,木材表面5年輪,T,d,弥生時代早期,夜臼Ⅱa式,C,Beta-174312,AMS法,2600,40,----,----,-32.8,----,-32.8,学術創成研究グループ,Beta Analytic Inc.,2009,地域別測定データ,139-524,UMS-1a，特殊試料，超音波洗浄のみ,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
53,29106,41：佐賀県,汐入遺跡,唐津市佐志,試料名:14C-1,種実,T,e,古墳時代?室町時代,----,DEF,IAAA-42468,AMS法,3740,50,3738,47,-26.89,0.85,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･金井慎司･伊藤良永･斉藤紀行･松元美由紀,加速器分析研究所,2006,汐入遺跡の古環境分析,28?61,----,唐津市文化財調査報告書　第127集　汐入遺跡,唐津市教育委員会
54,29209,41：佐賀県,矢作遺跡(1区),唐津市浜玉町渕上,1区2　H-11　43グリッド,炭化材,T,f,室町時代?安土桃山,15?16世紀代,F,IAAA-62709,AMS法,930,30,925,28,-29.63,0.54,----,パリノ･サーヴェイ,加速器分析研究所,2012,鍛冶炉群の年代と燃料材の樹種について,146?148,----,佐賀県文化財調査報告書　第194集　矢作遺跡　矢作遺跡1区･2区　-西九州自動車道建設に係る文化財調査報告書(12)-,佐賀県教育委員会
55,29210,41：佐賀県,矢作遺跡(1区),唐津市浜玉町渕上,1区3　SK166,炭化材,T,f,室町時代?安土桃山,15?16世紀代,F,IAAA-62710,AMS法,960,30,957,29,-28.88,0.56,----,パリノ･サーヴェイ,加速器分析研究所,2012,鍛冶炉群の年代と燃料材の樹種について,146?148,----,佐賀県文化財調査報告書　第194集　矢作遺跡　矢作遺跡1区･2区　-西九州自動車道建設に係る文化財調査報告書(12)-,佐賀県教育委員会
56,29208,41：佐賀県,矢作遺跡(1区),唐津市浜玉町渕上,1区1　I-11　37グリッド　,炭化材,T,f,室町時代?安土桃山,15?16世紀代,F,IAAA-62708,AMS法,920,30,915,28,-27.43,0.56,----,パリノ･サーヴェイ,加速器分析研究所,2012,鍛冶炉群の年代と燃料材の樹種について,146?148,----,佐賀県文化財調査報告書　第194集　矢作遺跡　矢作遺跡1区･2区　-西九州自動車道建設に係る文化財調査報告書(12)-,佐賀県教育委員会
57,29118,41：佐賀県,荒平遺跡,唐津市佐志,4層上部,炭化物,T,h,旧石器時代?縄文時代早期,----,AB,IAAA-51737,AMS法,1830,40,1825,37,-26.3,0.85,----,パリノ･サーヴェイ,加速器分析研究所,2007,荒平遺跡の堆積層形成年代推定,34?39,----,唐津市文化財調査報告書　第136集　荒平遺跡,唐津市教育委員会
58,29112,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:14C-3　2地点;4　Ⅴ層,植物遺体,T,d,古墳時代,----,D,IAAA-42066,AMS法,1570,40,1574,39,-29.33,0.8,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
59,29114,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:SX43,炭化材(マツ属複維管束亜属),T,f,古墳時代,----,D,IAAA-50911,AMS法,1150,40,1152,34,-29.72,0.7,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
