項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
13,30046,40：福岡県,三郎丸遺跡(第3地点),北九州市小倉北区東城野町5番2,試料番号:SRM3-1F①-SD19,炭化材(クリ),T,f,古代,----,E,IAAA-130496,AMS法,1410,20,1414,24,-28.1,0.37,----,パリノ･サーヴェイ,加速器分析研究所,2014,北九州市三郎丸遺跡で検出された焼土坑出土炭化材の年代測定,145?147,----,北九州市埋蔵文化財調査報告書　第513集　三郎丸遺跡　第3地点3(1B･1F①･1F②区)　-城野駅北土地区画整理事業に伴う埋蔵文化財調査報告3-,財団法人北九州市芸術文化振興財団　埋蔵文化財調査室
14,30045,40：福岡県,三郎丸遺跡(第3地点),北九州市小倉北区東城野町5番2,試料番号:SRM3-1F①-SD18,炭化材(クリ),T,f,古代,----,E,IAAA-130495,AMS法,1320,20,1321,23,-28.52,0.53,----,パリノ･サーヴェイ,加速器分析研究所,2014,北九州市三郎丸遺跡で検出された焼土坑出土炭化材の年代測定,145?147,----,北九州市埋蔵文化財調査報告書　第513集　三郎丸遺跡　第3地点3(1B･1F①･1F②区)　-城野駅北土地区画整理事業に伴う埋蔵文化財調査報告3-,財団法人北九州市芸術文化振興財団　埋蔵文化財調査室
15,30043,40：福岡県,三郎丸遺跡(第3地点),北九州市小倉北区東城野町5番2,試料番号:SRM3-1F①-SD4,炭化材(クリ),T,f,古代,----,E,IAAA-130493,AMS法,1310,30,1314,25,-27.43,0.54,----,パリノ･サーヴェイ,加速器分析研究所,2014,北九州市三郎丸遺跡で検出された焼土坑出土炭化材の年代測定,145?147,----,北九州市埋蔵文化財調査報告書　第513集　三郎丸遺跡　第3地点3(1B･1F①･1F②区)　-城野駅北土地区画整理事業に伴う埋蔵文化財調査報告3-,財団法人北九州市芸術文化振興財団　埋蔵文化財調査室
16,30051,40：福岡県,三郎丸遺跡(第4地点),北九州市小倉北区城野団地70-2及び大字三萩野字大堀70-5,湧水遺構　くり抜き木枠　残存年輪最外部　,木材,T,d,弥生時代?古代,----,CDE,IAAA-160991,AMS法,1140,20,1144,22,-24.09,0.52,----,パリノ･サーヴェイ,加速器分析研究所,2017,三郎丸遺跡第4地点における放射性炭素年代測定および樹種同定･種実同定報告,166?170,----,北九州市埋蔵文化財調査報告書　第559集　三郎丸遺跡　第4地点　-城野駅北土地区画整理事業に伴う埋蔵文化財調査報告5-,財団法人北九州市芸術文化振興財団　埋蔵文化財調査室
17,29958,40：福岡県,上岩田遺跡,小郡市上岩田他,試料名:№1　焼失竪穴住居(305号住居),炭化米,T,g,弥生時代中期末,----,C,PED-17363,AMS法,2100,20,2102,21,-21.55,0.18,----,古環境研究所,古環境研究所,2014,305号住居跡出土種実･炭化材の年代測定報告,237?238,----,上岩田工業団地造成事業関係埋蔵文化財調査報告書-(6)-　福岡県小郡市所在　上岩田遺跡Ⅴ　小郡市埋蔵文化財調査報告書　第277集　　,小郡市教育委員会
18,29960,40：福岡県,上岩田遺跡,小郡市上岩田他,試料名:№3　焼失竪穴住居(305号住居),アズキ,T,e,弥生時代中期末,----,C,PED-17365,AMS法,2085,25,2084,24,-28.69,0.14,----,古環境研究所,古環境研究所,2014,305号住居跡出土種実･炭化材の年代測定報告,237?238,----,上岩田工業団地造成事業関係埋蔵文化財調査報告書-(6)-　福岡県小郡市所在　上岩田遺跡Ⅴ　小郡市埋蔵文化財調査報告書　第277集　　,小郡市教育委員会
19,29959,40：福岡県,上岩田遺跡,小郡市上岩田他,試料名:№2　焼失竪穴住居(305号住居),炭化米,T,g,弥生時代中期末,----,C,PED-17364,AMS法,2105,25,2103,23,-25.27,0.14,----,古環境研究所,古環境研究所,2014,305号住居跡出土種実･炭化材の年代測定報告,237?238,----,上岩田工業団地造成事業関係埋蔵文化財調査報告書-(6)-　福岡県小郡市所在　上岩田遺跡Ⅴ　小郡市埋蔵文化財調査報告書　第277集　　,小郡市教育委員会
20,29961,40：福岡県,上岩田遺跡,小郡市上岩田他,試料名:№4　焼失竪穴住居(305号住居),炭化材,T,f,弥生時代中期末,----,C,PED-17366,AMS法,2055,20,2055,21,-21.48,0.22,----,古環境研究所,古環境研究所,2014,305号住居跡出土種実･炭化材の年代測定報告,237?238,----,上岩田工業団地造成事業関係埋蔵文化財調査報告書-(6)-　福岡県小郡市所在　上岩田遺跡Ⅴ　小郡市埋蔵文化財調査報告書　第277集　　,小郡市教育委員会
21,29957,40：福岡県,上岩田遺跡,小郡市上岩田他,試料名:№1　5区C305焼失竪穴住居跡,炭化種子,T,g,弥生時代中期末,----,C,Beta-137704？,AMS法,2110,50,----,----,----,----,-25.7,古環境研究所,Beta Analytic Inc.,2014,6区60号落し穴状遺構､および5区305号住居跡における放射性炭素年代測定,187?192,----,上岩田工業団地造成事業関係埋蔵文化財調査報告書-(6)-　福岡県小郡市所在　上岩田遺跡Ⅴ　小郡市埋蔵文化財調査報告書　第277集　　,小郡市教育委員会
22,30542,40：福岡県,上広瀬遺跡(第1次調査),福岡市早良区大字西字広瀬地内,2区　トレンチ13層　,炭化物･材,T,f,縄文時代,----,B,PLD-5451,AMS法,3080,25,3082,----,-26.29,0.16,----,小林紘一･丹生越子･伊藤茂･山形秀樹･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2006,放射性炭素年代測定,117?120,----,広瀬遺跡2･上広瀬遺跡1　福岡市埋蔵文化財調査報告書　第901集　,福岡市教育委員会
23,30541,40：福岡県,上広瀬遺跡(第1次調査),福岡市早良区大字西字広瀬地内,2区　包含層2層　,炭化物･材,T,f,縄文時代,----,B,PLD-5450,AMS法,3035,25,3036,----,-26.5,0.16,----,小林紘一･丹生越子･伊藤茂･山形秀樹･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2006,放射性炭素年代測定,117?120,----,広瀬遺跡2･上広瀬遺跡1　福岡市埋蔵文化財調査報告書　第901集　,福岡市教育委員会
24,30545,40：福岡県,上広瀬遺跡(第1次調査),福岡市早良区大字西字広瀬地内,12区　SK122　焼土壙,炭化物･材,T,f,古代?中世,----,EF,PLD-5454,AMS法,1310,20,1312,----,-25,0.14,----,小林紘一･丹生越子･伊藤茂･山形秀樹･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2006,放射性炭素年代測定,117?120,----,広瀬遺跡2･上広瀬遺跡1　福岡市埋蔵文化財調査報告書　第901集　,福岡市教育委員会
25,30544,40：福岡県,上広瀬遺跡(第1次調査),福岡市早良区大字西字広瀬地内,5区　SK37　焼土壙,炭化物･材,T,f,古代?中世,----,EF,PLD-5453,AMS法,1280,20,1279,----,-28.49,0.14,----,小林紘一･丹生越子･伊藤茂･山形秀樹･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2006,放射性炭素年代測定,117?120,----,広瀬遺跡2･上広瀬遺跡1　福岡市埋蔵文化財調査報告書　第901集　,福岡市教育委員会
26,30543,40：福岡県,上広瀬遺跡(第1次調査),福岡市早良区大字西字広瀬地内,3区　5K14　焼土壙　最外以外樹皮に近い部分を採取,炭化物･材(シイノキ属),T,f,古代?中世,----,EF,PLD-5452,AMS法,1255,20,1254,----,-26.24,0.15,----,小林紘一･丹生越子･伊藤茂･山形秀樹･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2006,放射性炭素年代測定,117?120,----,広瀬遺跡2･上広瀬遺跡1　福岡市埋蔵文化財調査報告書　第901集　,福岡市教育委員会
27,30540,40：福岡県,上広瀬遺跡(第1次調査),福岡市早良区大字西字広瀬地内,1区　SX06　縄文倒木痕,炭化物･材,T,f,縄文時代,----,B,PLD-5449,AMS法,935,25,935,----,-29.73,0.14,----,小林紘一･丹生越子･伊藤茂･山形秀樹･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2006,放射性炭素年代測定,117?120,----,広瀬遺跡2･上広瀬遺跡1　福岡市埋蔵文化財調査報告書　第901集　,福岡市教育委員会
28,30548,40：福岡県,上広瀬遺跡(第2次調査),福岡市早良区大字西字広瀬地内,13区　SX101　最外年輪,炭化材(12年輪･ツツジ科),T,f,古代,----,E,PLD-6773,AMS法,870,15,868,16,-26.82,0.15,----,小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani･佐々木由香,パレオ・ラボ,2007,放射性炭素年代測定,75?78,----,上広瀬遺跡2　福岡市埋蔵文化財調査報告書　第928集　,福岡市教育委員会
29,30547,40：福岡県,上広瀬遺跡(第2次調査),福岡市早良区大字西字広瀬地内,7区　SX34　縄文倒木痕,炭化材,T,f,縄文時代晩期,----,B,PLD-6772,AMS法,2930,20,2932,18,-27.71,0.14,----,小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani･佐々木由香,パレオ・ラボ,2007,放射性炭素年代測定,75?78,----,上広瀬遺跡2　福岡市埋蔵文化財調査報告書　第928集　,福岡市教育委員会
30,30546,40：福岡県,上広瀬遺跡(第2次調査),福岡市早良区大字西字広瀬地内,7区　SX31　縄文倒木痕,炭化材,T,f,縄文時代晩期,----,B,PLD-6771,AMS法,3120,20,3120,18,-27.21,0.16,----,小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani･佐々木由香,パレオ・ラボ,2007,放射性炭素年代測定,75?78,----,上広瀬遺跡2　福岡市埋蔵文化財調査報告書　第928集　,福岡市教育委員会
31,30060,40：福岡県,上徳力遺跡(第27地点),北九州市小倉南区徳力3丁目10-101他22筆,試料名:14,木片,T,d,弥生時代後期,----,C,IAAA-161561,AMS法,1760,20,1761,23,-27.28,0.29,----,加速器分析研究所,加速器分析研究所,2018,放射性炭素年代測定結果報告書(AMS測定),32?33,----,北九州市埋蔵文化財調査報告書　第582集　上徳力遺跡　第27地点　-(仮称)徳力商業施設新築工事に伴う埋蔵文化財調査報告書-,財団法人北九州市芸術文化振興財団　埋蔵文化財調査室
32,30059,40：福岡県,上徳力遺跡(第27地点),北九州市小倉南区徳力3丁目10-101他22筆,試料名:8,植物片,T,d,弥生時代後期,----,C,IAAA-161560,AMS法,1590,20,1594,24,-26.86,0.27,----,加速器分析研究所,加速器分析研究所,2018,放射性炭素年代測定結果報告書(AMS測定),32?33,----,北九州市埋蔵文化財調査報告書　第582集　上徳力遺跡　第27地点　-(仮称)徳力商業施設新築工事に伴う埋蔵文化財調査報告書-,財団法人北九州市芸術文化振興財団　埋蔵文化財調査室
33,30130,40：福岡県,下井遺跡,田川郡添田町大字津野字下井,試料名:14C-3　№7下層1･2号炉,炭化物,T,h,縄文時代,----,B,Beta-175086,AMS法,3950,40,----,----,----,----,-26,埋蔵文化財サポートシステム,Beta Analytic Inc.,2007,放射性炭素年代測定,55?56,----,津野遺跡群　発掘調査報告書,添田町教育委員会
34,30275,40：福岡県,下伊良原寺ノ谷遺跡,京都郡みやこ町犀川下伊良原1723､1724,寺院跡P109　ウイグル試料,木材(サクラ属､17年輪目),T,d,中世,----,F,PLD-11710,AMS法,305,20,305,19,-28.85,0.16,----,伊藤茂･丹生越子･廣田正史･瀬谷薫･小林紘一･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2009,下伊良原寺ノ谷遺跡のウイグルマッチングによる年代測定,117?120,ウイグルマッチング,伊良原Ⅰ　福岡県文化財調査報告書　第222集,福岡県教育委員会
35,30274,40：福岡県,下伊良原寺ノ谷遺跡,京都郡みやこ町犀川下伊良原1723､1724,寺院跡P109　ウイグル試料　最外年輪,木材(サクラ属､1年輪目),T,d,中世,----,F,PLD-11709,AMS法,315,20,317,20,-29.86,0.14,----,伊藤茂･丹生越子･廣田正史･瀬谷薫･小林紘一･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2009,下伊良原寺ノ谷遺跡のウイグルマッチングによる年代測定,117?120,ウイグルマッチング,伊良原Ⅰ　福岡県文化財調査報告書　第222集,福岡県教育委員会
36,30300,40：福岡県,下伊良原西の塚遺跡,京都郡みやこ町犀川下伊良原1737-2､1740､1763-1､1755他,資料2　貯11,種実(イチイガシ),T,e,縄文時代,----,B,IAAA-160606,AMS法,3720,30,3715,26,-28.57,0.51,----,パリノ･サーヴェイ,加速器分析研究所,2017,下伊良原西の塚遺跡の自然科学分析,119?127,----,伊良原ダム関係埋蔵文化財調査報告-6-　伊良原Ⅵ　福岡県文化財調査報告書　第257集　　,九州歴史資料館
37,30301,40：福岡県,下伊良原西の塚遺跡,京都郡みやこ町犀川下伊良原1737-2､1740､1763-1､1755他,資料3　貯15,種実(アカガシ-ツクバネガシ),T,e,縄文時代,----,B,IAAA-160607,AMS法,3740,30,3736,26,-27.8,0.44,----,パリノ･サーヴェイ,加速器分析研究所,2017,下伊良原西の塚遺跡の自然科学分析,119?127,----,伊良原ダム関係埋蔵文化財調査報告-6-　伊良原Ⅵ　福岡県文化財調査報告書　第257集　　,九州歴史資料館
38,30302,40：福岡県,下伊良原西の塚遺跡,京都郡みやこ町犀川下伊良原1737-2､1740､1763-1､1755他,資料4　貯18,種実(イチイガシ）,T,e,縄文時代,----,B,IAAA-160608,AMS法,3790,30,3785,26,-29.74,0.43,----,パリノ･サーヴェイ,加速器分析研究所,2017,下伊良原西の塚遺跡の自然科学分析,119?127,----,伊良原ダム関係埋蔵文化財調査報告-6-　伊良原Ⅵ　福岡県文化財調査報告書　第257集　　,九州歴史資料館
39,30299,40：福岡県,下伊良原西の塚遺跡,京都郡みやこ町犀川下伊良原1737-2､1740､1763-1､1755他,資料1　貯1,種実(アカガシ-ツクバネガシ),T,e,縄文時代,----,B,IAAA-160605,AMS法,3640,30,3643,27,-27.26,0.54,----,パリノ･サーヴェイ,加速器分析研究所,2017,下伊良原西の塚遺跡の自然科学分析,119?127,----,伊良原ダム関係埋蔵文化財調査報告-6-　伊良原Ⅵ　福岡県文化財調査報告書　第257集　　,九州歴史資料館
40,30629,40：福岡県,下山門遺跡,福岡市西区下山門団地753-1,木材2,木材(バラ属),T,d,古墳時代後期,----,D,IAAA-150657,AMS法,1570,20,1572,24,-25.24,0.63,----,パリノ･サーヴェイ,加速器分析研究所,2017,下山門遺跡発掘調査に関わる自然科学分析(土壌･木材),15?26,----,下山門遺跡2　-第2次調査報告-　福岡市埋蔵文化財調査報告書　第1310集,福岡市教育委員会
41,30628,40：福岡県,下山門遺跡,福岡市西区下山門団地753-1,木材1,木材(ヤナギ属),T,d,古墳時代後期,----,D,IAAA-150656,AMS法,1500,20,1495,23,-29.1,----,----,パリノ･サーヴェイ,加速器分析研究所,2017,下山門遺跡発掘調査に関わる自然科学分析(土壌･木材),15?26,----,下山門遺跡2　-第2次調査報告-　福岡市埋蔵文化財調査報告書　第1310集,福岡市教育委員会
42,30408,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№4　SD-104(P-6区),木片,T,d,弥生時代後期,----,C,PLD-1159,AMS法,1840,50,1843,53,----,----,-28.2,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
43,30407,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№3　SD-104(O-6区),木片,T,d,弥生時代後期,----,C,PLD-1158,AMS法,1750,50,1752,53,----,----,-27.9,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
44,30406,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,炭化材№2　SD-104(O-6区),炭化材,T,f,弥生時代後期,----,C,PLD-1157,AMS法,1640,60,1641,56,----,----,-26.9,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
45,30414,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№10　SD-114(黒色粘土),木片,T,d,縄文時代晩期末(弥生時代早期),----,BC,PLD-1165,AMS法,2440,60,2440,55,----,----,-26.9,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
46,30416,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,炭化材№12　SD-114(U-9区),炭化材,T,f,縄文時代晩期末(弥生時代早期),----,BC,PLD-1167,AMS法,2550,60,2550,55,----,----,-25.7,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
47,30415,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,炭化材№11　SD-114(U-8区),炭化材,T,f,縄文時代晩期末(弥生時代早期),----,BC,PLD-1166,AMS法,2000,50,1997,51,----,----,-25.6,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
48,30413,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№9　SD-106,木片,T,d,弥生時代?中世,----,CDEF,PLD-1164,AMS法,2130,50,2126,54,----,----,-28,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
49,30412,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№8　SD-106,木片,T,d,弥生時代?中世,----,CDEF,PLD-1163,AMS法,2080,50,2077,52,----,----,-27.7,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
50,30411,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№7　SD-106,木片,T,d,弥生時代?中世,----,CDEF,PLD-1162,AMS法,2100,50,2097,54,----,----,-29,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
51,30410,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№6　SD-106,木片,T,d,弥生時代?中世,----,CDEF,PLD-1161,AMS法,2060,50,2058,54,----,----,-29.7,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
52,30409,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№5　SD-104(P-6区),木片,T,d,弥生時代後期,----,C,PLD-1160,AMS法,1700,50,1702,54,----,----,-28.8,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
53,30430,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№26　SD-119,木片,T,d,弥生時代?中世,----,CDEF,PLD-1181,AMS法,1960,50,1956,52,----,----,-28.4,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
54,30431,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,炭化材№27　SE-120,炭化材,T,f,弥生時代,----,C,PLD-1182,AMS法,1870,50,1869,53,----,----,-29.6,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
55,30429,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№25　SK-119,木片,T,d,弥生時代?中世,----,CDEF,PLD-1180,AMS法,1940,50,1944,53,----,----,-28.3,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
56,30428,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№24　SK-118,木片,T,d,弥生時代?中世,----,CDEF,PLD-1179,AMS法,2370,50,2371,51,----,----,-26,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
57,30427,40：福岡県,下月隈C遺跡(第4次調査),福岡市博多区月隈4丁目,木片№23　SK-118,木片,T,d,弥生時代?中世,----,CDEF,PLD-1178,AMS法,2400,60,2403,55,----,----,-27.2,山形秀樹,パレオ・ラボ,2003,放射性炭素年代測定,223?226,----,下月隈C遺跡Ⅲ　-本文編-　福岡市埋蔵文化財発掘調査報告書&lt;第750集&gt;,福岡市教育委員会
